"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"97","Robert Turner","SCS2","Smart Meters","To lead the Smart Meter Programme and deliver the required outcomes of Stage 2 (Foundation stage)","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","76","152569","1.00","110000","114999","","Policy","Includes costs of post 107","1"
"98","N/D","SCS1","Head of Security of Electricity Supply","Security of electricity supply policy","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","3","617568","1.00","0","0","","Policy","","1"
"99","Eliminated","SCS1","Deputy Director Governance and Capability (Acting)","Governance and capability","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","N/A","correspondence@decc.gsi.gov.uk","45","0","1.00","0","0","","Policy","This post has been eliminated","1"
"100","Stephen Martin","SCS2","Director, Heat & Industry","Developing a long-term strategy for reducing emissions from heating.  Supporting the deployment of renewable heat production.  Improving energy efficiency and reducing emissions of large energy users, while maintaining UK industrial competitiveness.","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","76","0","1.00","85000","89999","","Policy","Costs included in post 76","1"
"101","Nick Crabtree","SCS2","OCCS Strategic Delivery Director","To lead the OCCS team","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","6","0","1.00","120000","124999","","Programme and Project Management (PPM)","Costs included in post 2","1"
"102","N/D","SCS1","Head of Governance and Planning","Business plan and planning cycle; Governance and Secretariat.","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","45","259415","1.00","0","0","","Planning","Costs included in post 38","1"
"103","N/D","SCS1","Head of Better Regulation","Better Regulation and Red Tape Challenge","Department of Energy and Climate Change","Department of Energy and Climate Change","Strategy and Evidence Group","0300 060 4000","correspondence@decc.gsi.gov.uk","43","0","1.00","0","0","","Policy","Costs included in post 43","1"
"104","N/D","SCS1","Deputy Director, Fuel Poverty","Fuel Poverty","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","81","730479","1.00","0","0","","Policy","Costs included in post 76","1"
"105","N/D","SCS1","Head of Regulation","Smart Meter Programme","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","97","897506","1.00","0","0","","Policy","","1"
"106","Vacant","SCS1","Chief Technology Officer","Chief Technology Officer","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","97","0","1.00","0","0","","Policy","This post is currently vacant","1"
"107","N/D","SCS1","Head of Commercial","Smart Metering Implementation Programme","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","97","0","1.00","0","0","","Policy","Costs included in post 97","1"
"108","N/D","SCS1","Deputy Director, Green Deal Demand","Drive demand for the Green Deal","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","80","483864","1.00","0","0","","Policy","","1"
"109","David Purdy","SCS2","Acting Director, Energy Efficiency Deployment Office","To advance energy efficiency in the UK","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","76","0","1.00","80000","84999","","Policy","Costs included in post 76","1"
"110","N/D","SCS1","Deputy director, Green Deal Legislation and Finance","Responsible for advice to Ministers on the development and delivery of the Green Deal finance mechanism","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","80","654226","1.00","0","0","","Policy","","1"
"111","N/D","SCS1","Deputy Director, Green Deal Programme Delivery","Green Deal programme management and procurement of outsourced functions for Green Deal framework. Sponsorship of Carbon Trust, Energy Saving Trust and Energy Efficiency Partnership for Buildings.","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","80","601135","1.00","0","0","","Policy","","1"
"112","N/D","SCS1","Head of Electricity Market Reform Programme Team","Ensure the effective implementation of the Electricity Market Reform programme","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","3","602174","1.00","0","0","","Policy","","1"
"113","Eliminated","SCS1","Head of EU Renewables Target","To develop EU Renewables Target","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","N/A","correspondence@decc.gsi.gov.uk","3","0","1.00","0","0","","Policy","This post has been eliminated","1"
"114","N/D","SCS1","Deputy Director, Legal: Infrastructure & Market Regulation","To provide legal advice on Infrastructure & Market Regulation issues","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","41","411296","0.83","0","0","","Law","","1"
"115","N/D","SCS1","Head, International & Domestic Energy Security","Energy Security","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","67","0","1.00","0","0","","Policy","","1"
"116","N/D","SCS1","Head of Energy Resilience","Enabling secure and resilient energy assets and networks, and ensuring plans and arrangements are in place to respond to threats and hazards that could significantly disrupt energy supplies","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","67","0","1.00","0","0","","Policy","","1"
"117","N/D","SCS1","Head of GDF, EU and International","Team has responsibility for managing the Radioactive Waste Safely Programme including the Geological Disposal Facility, CoRWM sponsorship and UK Radioactive Waste Inventory. It also leads on EU and international nuclear safety and radioactive waste policy","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","8","0","1.00","0","0","","Policy","","1"
"118","Eliminated","SCS1","Head of Offshore Oil and Gas Environment and Decommissioning","Environmental regulation of the offshore oil and gas industry","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","N/A","correspondence@decc.gsi.gov.uk","5","0","1.00","0","0","","Policy","This post has been eliminated","1"
"119","N/D","SCS1","Deputy Director - Green Deal","Putting in place energy efficiency obligations, and quality standards and accreditation arrangements, under the new Green Deal","Department of Energy and Climate Change","Department of Energy and Climate Change","International Climate Change and Energy Efficiency","0300 060 4000","correspondence@decc.gsi.gov.uk","80","736575","1.00","0","0","","Policy","","1"
"120","N/D","SCS1","Head of Corporate Governance and Capability","Secretariat to the Departmental board and committees and implementation of the Department’s capability review.","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","45","0","1.00","0","0","","Planning","","1"
"121","N/D","SCS1","Head of Procurement","To lead the Procurement team","Department of Energy and Climate Change","Department of Energy and Climate Change","Operations Group","0300 060 4000","correspondence@decc.gsi.gov.uk","40","0","0.40","0","0","","Procurement","This resource is shared with Department for Education","1"
"122","N/D","SCS1","Project Leader, FID Enabling Project","To work with relevant developers to enable final investment decisions in advance of the full implementation of Electricity Market Reform (EMR) to progress to timetable wherever possible","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","7","409504","1.00","0","0","","Finance","","1"
"123","N/D","SCS1","Director","Renewable Energy;Energy Resilience","Department of Energy and Climate Change","Department of Energy and Climate Change","Energy Markets & Infrastructure","0300 060 4000","correspondence@decc.gsi.gov.uk","2","0","1.00","95000","99999","","Policy","","1"
