Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,VAT Included,Invoice Description,Postal Code,Supplier Type,Contract Number,Project Code,Expenditure Type
Crown Prosecution Service,Crown Prosecution Service,19/10/2017,Travel (other than Business Rate Mileage),Finance Directorate,Clarity Travel Management,5058517,"1,658.80",,Travel,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,19/10/2017,Travel (other than Business Rate Mileage),Human Resource Directorate,Clarity Travel Management,5058517,"6,665.70",,Travel,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,19/10/2017,Travel (other than Business Rate Mileage),Human Resource Directorate,Clarity Travel Management,5058517,237.00,,Travel,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,19/10/2017,Travel (other than Business Rate Mileage),Operations Directorate,Clarity Travel Management,5058517,"3,954.40",,Travel,ST18 0WN,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,19/10/2017,Travel (other than Business Rate Mileage),Operations Directorate,Clarity Travel Management,5058517,"1,504.30",,Travel,ST18 0WN,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,19/10/2017,Computer Services,Corporate,CDW Limited London,5058518,"447,796.09",,NC01969382,EC4M 7RB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/10/2017,Internal Training,Human Resource Directorate,Roffey Park Institute Ltd,5058546,"26,088.00",,NC01983363,RH12 4TD,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,19/10/2017,Computer Hardware (Capital Costs),Corporate,CGI IT UK Ltd,5058525,"32,449.93",,CCR10436- 280817-220917,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/10/2017,Crown Court Very High Cost Cases,London South,Hunter Allison ,1848322,"45,138.00",Y,6501982642,WC2R 3AA,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,20/10/2017,Computer Services,Finance Directorate,IBM UK,5058548,"42,154.63",,NC01920812,PO6 3AE,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,20/10/2017,Computer Services,Corporate,Vodafone Ltd formerly Cable and Wireless Milton Keynes,5058575,"53,216.93",,NC01984887,MK3 5JP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/10/2017,Computer Services,Corporate,CDW Limited London,5058569,"146,016.00",,NC01921874,EC4M 7RB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,23/10/2017,Crown Court Graduated Fee Scheme,Special Crime Division,Campbell Nicholas Charles Wilson ,1849189,"30,440.26",Y,7101984428,LS11 5DL,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,23/10/2017,Crown Court Graduated Fee Scheme,North West Area,Reid Paul ,1848923,"50,497.48",Y,2523987235,M3 3BZ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,23/10/2017,Crown Court Very High Cost Cases,International Justice & Organised Crime Division,Leach Alexander ,1848914,"25,618.84",Y,7004985619,M3 3BZ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/10/2017,Insurance,Corporate,DTZ (Cushman & Wakefield),,"4,254.14",Y,Insurance - Funding Request CPS438,B4 6AJ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/10/2017,Management Fees,Corporate,DTZ (Cushman & Wakefield),,"6,706.20",Y,Management Fees - Funding Request CPS438,B4 6AJ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/10/2017,Rates,Corporate,DTZ (Cushman & Wakefield),,"52,061.50",,Rates - Funding Request CPS438,B4 6AJ,Not available,Not available,Not available,Admin
Crown Prosecution Service,Crown Prosecution Service,24/10/2017,Rates,Corporate,DTZ (Cushman & Wakefield),,"380,101.95",,Rates - Funding Request CPS438,B4 6AJ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/10/2017,Rates,Corporate,DTZ (Cushman & Wakefield),,206.28,,Rates - Funding Request CPS438,B4 6AJ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/10/2017,Rent,Corporate,DTZ (Cushman & Wakefield),,"-31,910.14",,Rent - Funding Request CPS438,B4 6AJ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/10/2017,Crown Court Graduated Fee Scheme,East of England Area,Christie Richard Hamish ,1850020,"36,445.02",Y,4344988505,EC4A 2AT,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/10/2017,Crown Court Graduated Fee Scheme,London South,Farmer Matthew ,1850022,"35,713.02",Y,6501989517,EC4Y 7DE,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,25/10/2017,Crown Court Graduated Fee Scheme,North West Area,Colborne M ,1850242,"25,768.55",Y,2523986919,BD1 1TW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Cyclical Maintenance,Corporate,Europa Facilities Management Ltd Manchester,5058677,"7,021.08",,NC01989809,ML1 1RU,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Cyclical Maintenance,Corporate,Europa Facilities Management Ltd Manchester,5058677,"22,333.72",,NC01989791,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Cyclical Maintenance,Corporate,Europa Facilities Management Ltd Manchester,5058677,"16,248.89",,NC01989809,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Facilities Management,Corporate,Europa Facilities Management Ltd Manchester,5058677,"11,120.08",,NC01989809,ML1 1RU,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Facilities Management,Corporate,Europa Facilities Management Ltd Manchester,5058677,"33,360.23",,NC01989809,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Other Accommodation Costs,Corporate,Europa Facilities Management Ltd Manchester,5058677,"17,799.95",,NC01989809,ML1 1RU,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Other Accommodation Costs,Corporate,Europa Facilities Management Ltd Manchester,5058677,"63,892.42",,NC01989791,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Other Accommodation Costs,Corporate,Europa Facilities Management Ltd Manchester,5058677,"36,770.45",,NC01989809,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Water And Sewerage,Corporate,Europa Facilities Management Ltd Manchester,5058677,161.10,,NC01989791,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Professional Charges,CPS Direct,Law Society,5058682,"45,870.00",,Practising certificates,B98 0TD,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Professional Charges,North West Area,Law Society,5058682,"28,078.00",,Practising certificates,B98 0TD,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Logica contract,Corporate,CGI IT UK Ltd,5058678,"135,854.64",,CCR10465 CMS Modernisation 181017 - 181017,RG2 6UA,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Logica contract,Corporate,CGI IT UK Ltd,5058678,"37,065.80",,CCR10467 CMS Modernisation 181017,RG2 6UA,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Logica contract,Corporate,CGI IT UK Ltd,5058678,"37,137.60",,CCR10468 CMS Modernisation 010917 - 300917,RG2 6UA,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,26/10/2017,Logica contract,Corporate,CGI IT UK Ltd,5058678,"359,334.05",,CCR10484 CMS2017 010917 - 300917,RG2 6UA,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,30/10/2017,Crown Court Graduated Fee Scheme,West Midlands Area,Hotten Christopher ,1851580,"94,411.72",Y,3215983889,B4 6DR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/10/2017,Computer Services,Corporate,Level 3 Communications UK Limited,5058724,"118,956.08",,NC01905736,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,30/10/2017,Computer Services,Corporate,CGI IT UK Ltd,5058732,"53,892.04",,NC01905758,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,31/10/2017,Crown Court Graduated Fee Scheme,Special Crime Division,Paltenghi Mark ,1852016,"31,371.24",Y,7104987965,EC4Y 9DB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,31/10/2017,Crown Court Graduated Fee Scheme,Special Crime Division,Whitehouse Sarah ,1851812,"27,242.81",Y,7104983279,EC4R 2RP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,31/10/2017,Crown Court Graduated Fee Scheme,Special Crime Division,Darlow A ,1851813,"43,922.53",Y,7104990788,EC4R 2RP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,31/10/2017,Computer Services,Corporate,Microsoft Limited Reading,5058776,"172,078.80",,NC01963358,RG6 1WG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,31/10/2017,Computer Services,Corporate,Level 3 Communications UK Limited,5058769,"191,621.17",,NC01906318,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,31/10/2017,Contractor/Service (Contract Management) - Global Crossing,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5058754,479.66,,recharges OGD,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,31/10/2017,LCJB & Other Staff Secondment Salaries - Admin,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5058754,"23,975.25",,recharges OGD,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,31/10/2017,Other Accommodation Costs,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5058754,"149,180.25",,2017/18 platform charges,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,31/10/2017,Other Staff Costs,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5058754,66.38,,recharges OGD,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,31/10/2017,Overseas Accommodation & Allowances,International Justice & Organised Crime Division - International,Foreign And Commonwealth Office,5058754,"12,134.30",,recharges OGD,MK10 1PX,Not available,Not available,Not available,
Crown Prosecution Service,Crown Prosecution Service,31/10/2017,Legal Professional Services Advice,Corporate,Government Legal Department,5058765,"85,238.78",,prof work up to 310817,WC2B 4TS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,31/10/2017,Legal Professional Services Advice,Corporate,Government Legal Department,5058765,"1,189.08",,prof work up to 310817,WC2B 4TS,Not available,Not available,Not available,
